Emotion,Text
0, Have you already forgotten ? What's the date today ? 
0," Oh , it's the first of April , April fool's day "
0," You forgot all about it , didn't you ? "
0," So I have , but I has reminded me at least one thing I need to remember . "
0, What's that ? 
0, Tomorrow is my wife's birthday . 
0," Better not forget that , so kill you if you don't get her something . "
0,What reasons do westerners drink for ? 
0," I don't think drinking requires any special purposes . For us people in the West , the purpose is generally quite simple-to savor the wine . "
0," I know what you mean there . In many circumstances , people kiss the baby for the nurse's sake . And that's what we do when drinking at a banquet . Even though we do have a rich variety of brand-name wines , like Matai and Showing Yellow Rice Wine , alcohol is usually served not for the enjoyment itself . We just be its Dionysus effect to enliven the atmosphere , improve personal association with each other and solidify friendship . "
0," And to make matters worse , you're urged to drink "" one more cup time and again.There is too much etiquette to observe . You'II be set free at a Western banquet It seems we are keen to make it convenient as possible to savor the wine , its color , its aroma and its delicate taste . "
0," Yeah . It's of supreme importance that the goblet , table-cloth , and plates should be made shiningly clean , so that the color of the wine is clearly visible and the delicate aroma and taste are fully appreciable . "
0," Yes . For me , who can't hold much liquor , it's particularly agreeable . If only I had thechance to enjoy Chinese Matai at a leisured pace while sitting at a Western banquet ! "
0,This is a very beautiful statue . What's it called ? 
0, It's called ' Endless Love ' . It was a gift from a sister city in Australia for the 100th anniversary of the city . 
0, 100th anniversary ? When was that ? 
0, Just two months ago . There were very big celebrations and there was a spectacular fireworks display . I took part in the great parade myself . 
0, Sounds real good . It's a pity that I missed that . 
0, Yes . We all loved the celebration of our city's birthday . It made the people feel so proud of our city . 
4,"An interesting meeting , isn't it ? "
4," Yes , very . I thought the last speaker was especially good . "
0," Let me introduce myself , by the way , my name is Dick Brown . "
0, How do you do ? I'm Mary Green . 
0," Sorry , what was your last name again ? "
0," Green , G-R-E-E-N , but just call me Mary . "
0, OK . I'm Dick . 
0, Glad to meet you . 
0,"Excuse me , is there a Post Office around here ? "
0, Yes . There's one on the corner of 23th street . 
0, How do I get there from here ? 
0, Just walk north for 3 blocks . It's next to the Mexico restaurant . 
0, How far is that ? 
0," Oh , very close . Maybe 5 minutes walk . "
0,"Take me to this address , please . "
0," Yes , ma'am . Here we are . "
0," How much do I owe you , sir ? "
0," 30 dollars , ma'am . "
6," Are you kidding ? The meter says 15 dollars , doesn't it ? "
0," Yes , but we need some extra charge and some tip , too . "
1, I don't get it . I'll go and have that doorman talk to you then . 
0," OK , ma'am . Calm down , 15 dollars will do . "
0,"Carla , I know you ’ re kind of new in this business and I want to give you some advice . "
0," Yes , Mr . Michael ? "
0, You have to listen to what the client asks for . What you have just shown me is not at all in line with the client ’ s wishes . 
0," I ’ m sorry , Mr . Michael . Could you tell me where the problems are exactly ? Maybe I misunderstood the client ’ s intentions . "
0,Could you show me my bill ? 
0, Here you are.That comes to 120 yuan . 
0," Can I have it charged to my account , please ? "
4," Certainly , sir.Would you sign here , please ? ... Thank you . "
0,The bonus season is coming . How much of a bonus can I expect ? 
0," I think you will get a big bonus , because you always have high sales . "
0, I hope so . I think you will get a big bonus too . Bonus depends on your performance and you worked overtime almost every day . 
4," Yes , I am expecting to get the bonus . I hope we will both get the salary and bonus . "
4, Hope so ! 
0,I am going on a business trip to Guangzhou next Monday morning . 
0, To visit our supplier ? 
0," Yes , as the New Year is coming , they ’ re organizing a party for all their customers . "
0," Well , I guess you will meet many people in this field . So don ’ t forget to pack enough business cards in your suitcase . "
0, Sure . 
0," By the way , do you know that our company just made some changes in the business trip policy ? "
0," No , no one has informed me of that so far , tell me . "
0," Ok , there is no cash advance anymore for short trips . You have to pay out of your own pocket , so save all the receipts from your business trip . And then attach them to your expense account . When you get back , our company will reimburse everything . "
0," I see . What about the maximum purdy and rate , any change ? "
0, I am not sure . You can check with the finance department . 
0," I will call them this afternoon , thanks . "
0, You ’ re welcome . Have a nice trip . 
0,Are you ready for your big interview tomorrow ? 
0, What ’ s to get ready ? 
6, Lots ! Have you done any research about the company ? 
0, Nope . 
0, Have you updated your CV ? 
0, Nope . 
0,"Excuse me , sir . What would you like to eat , Chinese food or western food ? "
0, I'd like to have Chinese food . 
0, Are you going to have this set course or have dinner in the dining room ? 
0," Right here , please . "
0, Please put down the table in front of you . It's more comfortable that way . 
0," Oh , thank you . So nice you are . "
0," It's my pleasure . What would you like to drink , milk , tea , coffee , orange juice or iced water ? "
0, I want a cup of bean milk . Do you have any ? 
0," Yes , here you are . Enjoy your meal . "
0," Thanks a lot . Oh , excuse me . Can I take two value meals ? And I want some chili paste . "
0," OK , enjoy yourself , sir . "
0," Oh , sorry to bother you . I want to know what kind of meat it is . "
0, It is beef . Do you like it ? 
4, That's OK . Thanks very much . 
0, You are welcome . Please press that button if you need any help . 
0, OK . 
0,"Hello , can I help you ? "
0," Yes . Do you have a pharmacy here , please ? "
0, Sure . We have one on the second floor . 
0, Which floor are we on now ? 
0, This is the first floor . The second floor is one level up . 
0, And where's the elevator ? 
0, That's just over there . On the right . 
0,How about going swimming ? 
0, OK . Where should we go ? 
0, Why don't we go down to the pool ? It's not too far from here . 
0, Fine . I'll be ready in a minute . 
0,Do you take vitamin pills regularly ? 
0," No , I don't , do you ? "
0," Yes . Maybe you should do it too . You may not get enough vitamins from your food , you know . "
0," But , I don't believe in taking pills to get enough vitamins . "
0, How's that . 
0," Because it's better , easier and cheaper to get them from the food we eat . "
0,"Kim , have you made contact with Mr . Lee ? "
0," Not yet , Mr . Wang . But I'm working on it . "
0, What seems to be the problem ? 
0, I just keep getting a busy signal . 
0," Maybe his phone is out of order . Anyway , keep working on it . I really need an answer about the contract I sent him . "
0," All right , I'll let you know when I get through . "
0,How do I set up an E-mail account ? 
0," Oh , that's easy . Go to www.onxiu.cn . Now , click on the link with the picture of an envelope . "
0, Which link ? 
0," That one , the one that says Mail . "
6," Oh , no . What did I do ? It's asking me for a password . "
0," Don't worry . See where it says , New User ? "
0, Yes . 
0, Click on that . 
0," Oh , I see . "
0," Yeah , just fill out this form and choose a password . The computer will do the rest . "
0,Do you get up early every morning ? 
0, About 6 in the morning . I like to walk to the office . 
4, Good habit . How long does it take ? 
0, About 20 minutes . Do you live alone ? 
0," No , my little sister lives with me . "
0, How old is she ? 
0, About 12 . She is a good girl . 
0, I think so . 
0,do you have a minute ? 
0," sure , what would you like to discuss ? "
5," I've made a tough decision , sir . Here's my resignation . "
0," well , I have to tell you that I'm quite surprised . Is there any possible way to change your mind ? "
5," I'm afraid not , sir . I've made up my mind . It's something I have to do . "
0, can I ask why ? Were you unhappy working for us ? 
0," oh , no . not at all . "
0, are you planning on studying abroad ? 
0," no , sir . "
0, have you been given a better offer ? 
0," Oh , no . I would never look for another job while working here . I think this is a fantastic place to work . "
0," well , what's the problem then ? "
5, it's my mother . She's sick and needs someone to take care of her . I'm the only one who can do it . 
0," I'm sorry to hear that , but you don't need to quit over that . Why don't you just take a leave of absence ? We can hold your job for you until your mother gets better . "
6, really ? I didn't know that would be possible . 
0," sure , we'd be carry to lose a good worker like you . "
4," thanks , sir . "
0,It ’ s very nice to meet you . 
0," Nice meeting you , too . "
4, I can ’ t believe I ’ m actually speaking to a candidate . 
0," You can ask me questions , if you ’ d like . "
0, I want to ask you what your policy is on gay marriage . 
0, Everyone should be able to love who they want . 
0, Would you make gay marriage legal ? 
0, I sure would . 
0, I know a lot of people wouldn ’ t agree with that . 
0, That ’ s not my problem . 
4, I think that is really cool of you . 
4, I ’ m glad to hear that . 
0,"Hey , Susan . Have you got a sec ? I have some questions about my paycheck . "
0," You bet , Emily . Pull up a chair . "
0," Well , this is my first paycheck here in the States and there are a few things I don't understand . First of all , what is this FICA , and SUI Y tax , and why are there deductions both for Medicare and for my health insurance plan ? "
0," OK , let's start from the top of your pay stub . This number here represents your gross pay . "
0," Then here we have a series of deductions . First off are the federal ones . FICA stands for Federal Insurance Contribution Act , or something like that . It's your federal income tax . And then there's Social Security and Medicare , which are both federal programs to help you out after you retire or if you were unable to work . "
0," All right , I see . So the Medicare isn't actually a health insurance I can use now . "
0," That's right . Below the federal deductions are the state deductions . There's the state income tax , and then this SUI / SDI tax you were asking about is paying into an unemployment and disability fund that our state has set up , but you can see it's a pretty small quantity that they take . "
0," Yeah , I don't mind giving them a dollar fifty for that . So there are two separate income taxes — one at a state level and one at a federal level ? "
0, That's right . Not all states have an income tax . Some use higher property taxes or sales taxes instead . 
4," I see . All right , well I think everything else I can figure out on my own . The deductions for health insurance and my 401 ( K ) are pretty self-explanatory . Thanks for your help , Susan . "
4," No problem ! All those deductions do add up , and nobody's net pay is as high as they'd like . I can understand why you'd want some explanation . "
4," Yeah , I guess it's the same in the UK , I just never paid much attention . See you later ! "
0,Hello . How can we be of service ? 
0, I'm here to see about a Fixed Asset Loan . 
0," OK , are you already an account holder ? "
0," Yes , I am . But I'm not sure if I'm eligible . "
0," To find out if you are eligible for our Fixed Asset Loan , we will have to look at various aspects of your business , such as your long-term business prospects , your cash flow , your profitability , your capital structure ... "
0, For my credit worthiness ? 
0," Yes , and then other qualitative factors , such as the transparency of your business operations , your credibility and the integrity of your management . "
0,"Hello sir , how can I help you ? "
0," Yes , I need this prescription please . "
0," Let ’ s see . Okay , so 50 mg of Prozac , would you prefer this in capsule or tablet ? "
0, Capsules are fine . 
0," Okay , you should take 1 capsule 3 times a day.Be sure not to take it on an empty stomach , and also , don ’ t ever mix it with alcohol ! "
0," Yes , I know . It ’ s not the first time I ’ m taking this ! Don ’ t worry , I won ’ t overdose ! "
0," Okay , anything else I can get you ? "
0," Oh , yes , I almost forgot ! Can I also get some eye drops and um , some condoms ? "
0, Sure . Darn condoms aren ’ t registered in our system . 
0," Oh , well that ’ s okay , I ’ ll get some later , thanks ... Really it ’ s no problem . "
0, Just hang on there a sec . Can I get a price check on Fun Times Ribbed Condoms please ! 
0,How much tea are you going to order ? 
0," We want to order 3,000 cases and hope to deliver the goods in two equal lots . "
0, When do you want to deliver the goods ? 
0, We'd like you to execute the first delivery by June 30 and the second delivery by August 15 . 
0," I'm sorry , but June 30 is quite soon . I can't guarantee 1 500 cases , I'd prefer the first shipment to be 1,000 cases and the next 2,000 cases . "
0, I can agree to that . 
0," Let me affirm this again - the first shipment of 1,000 cases , to be delivered in 27 days , by June 30 , and the second shipment of 2,000 cases by August 15 . Right ? "
0, Right . 
4," Well , if there's nothing else , I think we've settled everything . "
4, Let's hope it's the beginning of a long and prosperous relationship . 
0,Do I often have to work overtime ? 
0," Yes , you have to work overtime a lot due to the editing job . "
0, Is there any extra pay for that ? 
0," No , but we ’ ll provide you with good businesses at the end of the year . "
0,I finally found an apartment that I want to rent . 
0, Where did you see it ? 
0, I saw it in this ad for apartments in today ’ s newspaper . 
0, You found an apartment in the ads ? 
0," I really did , but what ’ s so great about it is that it ’ s really affordable . "
0, Tell me about the apartment . 
4," Well , most importantly the apartment is beautiful . "
0, How much is the rent for the apartment ? 
0, The rent is $ 725 each month . 
0, That ’ s pretty cheap for out here . 
0, That ’ s what I said when I found out how much the rent was . 
4, Congratulations on the new apartment . 
0,Excuse me . Do you have this in blue ? 
0," Yes , we do . That one comes in green blue and red . "
0, And sorry . I can't find the price . How much is it ? 
0," Oh , that's 39 dollars and 95 cents . It's on the sale at the moment . "
0, OK . Do you have it in extra small ? 
0, I'll just go and check for you . 
0,"Bill , I'm expecting a big increase in turnover with the coming of the Mid-Autumn Festival . But wholesales are unwilling to supply my orders unless I pay them an advance of 50 % of the full price , for my business is fairly new . I hope that you can make me an advance on loan . "
0, Do you have stocks or a title deed of a house to pledge as security ? 
0, No . I should be grateful if you could see your way to make an advance against my personal reputation . You may inspect my accounts . From my accounts you can see that I've promptly met all my obligations . 
0, We do not allow any request for a loan against personal security . This is a common regulation . But we may consider it if you can provide a reliable guarantor . 
0," Yes , I can . You know Mr . Macready , the famous car dealer here in New York . He agreed to act as my guarantor of a loan in the sum of US $ l0 , 000 until the end of this year . "
0, Good . He is a man of high standing . I think we can grant the loan you need after some further discussion . But I suggest you borrow on overdraft instead of on loan . 
0,"Hey Sarah , I'm having some trouble finding an apartment . Can you help me look at some listings online ? "
0, Sure . What kind of apartment are you looking for ? 
0," Well , it has to be cheap . I don't want a really expensive apartment . "
0, OK . Would you like to live in a studio ? 
0," Sure , a studio would be fine . "
0,"Excuse me , but could I use your bathroom ? "
0, Certainly . It's right over there . 
4, Thanks . 
0,I am having some plumbing problems and need them fixed . 
0, What exactly is wrong with the plumbing ? 
0, The toilet flushes really slowly . 
0, Are there any problems with the plumbing in the kitchen ? 
0, Both the kitchen and the bathroom plumbing are messed up . 
0, How long have you had these problems ? 
0," It has been going on for a while , but just started to get worse this morning . "
0, I will send someone out to take a look at the problem . Will you be home this afternoon ? 
0," Yes , I will be home this afternoon . "
0," Fine . I will be there around two . If someone is not there , I will use my key to get in . "
0,Have you seen the movie Batwoman ? 
0," No , not yet . Is it good ? "
0," Yes , it's quite amusing , actually . Good plot , and Sharon Stone's in it . "
0," Oh , she's good . She must be getting on a bit now . "
4," Yeah , but she looks amazing . "
0, So what's the movie about ? 
0," Well , it's about this woman who got murdered because she discovered some company secrets about the cosmetics company she worked for . But then she got reincarnated as a cat . "
0, Huh ? 
0," I know . Stay with me . She then decided to get her revenge by revealing the company secret and killing the boss . First , though , she had to discover her true cat nature . At the end she had a big fight with Sharon Stone , who was the real danger in the company . She had actually murdered the boss , who was her husband , and then tried to frame Batwoman for the murder , so everyone thought Batwoman was evil . "
0, I see . Batwoman married the boss ? 
0," No . Sharon Stone was married to the boss , who treated her badly , so she killed him . So where was I ? OK , so then , at the same time she fell in love with a cop , who was investigating the murder of the boss . Finally , she ditched the cop to follow her feline nature . "
0," Wait a minute , I'm lost . The cop killed the boss ? "
0," No , Sharon Stone did . "
0, And Sharon Stone is Batwoman ? 
0, Haven't you been listening to a word I've been saying ? 
0,"Can I help you , Ma'am ? "
0, I need a phone card for this new cell phone . 
4, Cool phone . What kind of phone card do you want ? 
0, It's for my daughter who is still a senior high school student . 
0, Then the M-Zone will be suitable . 
0, What's special with the service ? 
0, You know students use tested message service . And they provide favorable service for that . 
4, That's nice . And I need a pre-paid phone card . 
0," Oh , there is a sales promotion for it now . "
4," Oh , good . Then what is it ? "
0," If you buy a pre-paid phone card worth 100 yuan today , you will get 50 yuan for free . "
0, May I have two of them ? 
4, Sure . As many as you want . 
0," Okay , then a third one for my husband too . "
0,Operator . 
0, Hello . I'd like to make a call to Australia . 
0, You can call direct if you like . 
0," Oh , can I ? "
0," Yes , please . "
0, Could you please tell me the international prefix and the country code for Australia ? 
0," Yes , the code for Australia is 61 and then dial the city code and the number . Start with the international code which is 00 . "
0, What time do the special rates apply ? 
0," Between six in the evening and eight in the morning , sir . "
0, I wonder if I can charge this call to my hotel room . 
0," Certainly . Tell me the room number and your name , please ? "
0, This is Mr . Ma in room 215 . 
0," OK , Mr . Ma . I'll tell the front desk clerk the charge afterwards . "
4, Thanks very much for your help . 
4, You're welcome . Bye . 
4, Bye . 
0,What can I do for you ? 
0," I am looking for cologne , small bottle . Can I see that one in the glass shelf ? "
0," Yes , of course , this one costs 260 yuan . "
5, It's too expensive . 
0, If you think it's expensive . You can look at this one . 
0, What's the difference between the two ? 
0, It's difficult to explain . But this one is really cheap . 
0, Let me see . 
0,"Can I see your passport , please ? "
0, Is this line for non-residents ? 
0, Yes it is . Residents can queen up in the lines to my right . 
0, Ok . Here's my passport . 
0, What's the expiration date on your passport ? 
0," I think it's soon , maybe in a few months . It was renewed in Beijing , so the new expiry date is on the last page . "
0," I see . Yes , you'll need to renew your passport in a few months . Make sure you don't let it expire while you are in the UK . "
0, I won't . 
0, Do you have anything to declare ? 
0," No , I don't have anything to declare . "
0, How long will you be staying in the UK ? 
0, I'll be here for about a year . 
0, What is the purpose of your stay ? 
0, I'll be studying . I'm doing an MBA at Nottingham University . 
0, Where will you be staying ? 
0, I have a housing contract with the university . I'll be in a dorm room on campus . 
0, How do you plan on paying for your living costs and tuition fees while you are here ? 
0, My father has already paid for that in advance . Here are the receipts . 
0, Ok . Have a good stay . Here's your passport and documents back . 
4, Thank you very much . 
0,See ? That wasn't so bad . 
0, Easy for you to say . My bottom still stings . 
0, It might be sore for a while . You'll be OK . Now let's go home and rest . 
0, Can't we go to McDonald's first ? 
0," No , sweetie . I'll make you some tomato soup and rice . "
0," No , thanks . "
0, And vegetables with porridge . 
0, Blah ... What's that ? 
0, This is all your medicine . You need to take it four times a day for three days straight . 
0,What shall we do now ? 
0," Let's get the table wares we need first , And then stand in the line . "
0, I've got all I need . 
0, Let's stand in the line now . 
4, It smells good . Look at these . They make my mouth watering . 
0, Me too . 
0, It will be our turn soon . 
0, Tell the waiter what you want when it's your turn . 
0, OK . I'll have many cream cakes today . 
0, I don't like them . I think they are too icky . 
0,Mr . Martin ? I need to talk to you for a minute . 
0," Certainly , Mr . Emory . Is there a problem , sir ? "
0," Well , I ’ d just like you to help me with the holiday schedule . "
0," Fine , Mr . Emory . Let me just grab a pad and pen . "
0,Hi . You said that you might need some help with preparing dinner . What would you like me to do ? 
4," Thanks for coming over to help . I really appreciate it . First , could you peel the vegetables ? I ’ Ve put them all in the skin and there ’ s a peeler . "
0," Ok , I ’ ll peel the vegetables and you chop them . I ’ m terrible at chopping vegetables . I always seem to chop them into pieces that are either too big or too small . ... wow ! You can chop vegetable really quickly , just like professional chefs on TV ! "
0," After you ’ Ve chopped the vegetables , could you fry the meat in a little oil ? Just use a very small amount of oil . Fry the meat until it is cooked , then we ’ ll add some spices to flavor it . "
0, Which spices are you going to add to the meat ? 
0," These ones here . The one on the left is very spicy , so we must be careful about how much we add . "
0, Yes . We don't want everyone to burn their mouths and have a drink gallons of water ! OK . I ’ m really to do the meat . Should I cook it over a low flame ? 
0," Cook it over a high flame , so that it will be ready quickly . Keep stirring the meat around the frying pan . Don ’ t let the meat stick to the bottom of the pan . "
0, Right . What are you doing over there ? 
0, I ’ m mixing the sauce . It ’ s my specialty . I make it according to my own secret recipe ! 
0,"Bad news , I'm afraid . Our supplier has gone bust . The parts you ordered have arrived at the docks but the handling agent won't release them until someone pays the invoice . We also need to arrange transport to the factory . "
0, Don't worry about the cost . Our insurance policy covers us against situations like this . We need those parts urgently . Could you please try to get them here tomorrow ? 
0,Do you have any questions you want to ask ? 
0," Yes , I'd like to know if there would be any future opportunities for specific training . "
0, If necessary there will be . Any other questions ? 
0, When will I know your decision ? 
0, We'll give you our decision in a few days . How can we get in touch with you ? 
0, I can be reached at my office during work hours and at home in the evening . My office phone number and home phone number are in my resume . 
0, Thank you for your interest in our company . 
0," Thank you , sir . I expect to hear from you as soon as possible . "
0, Would you please let the next applicant come in on your way out ? 
0, All right . Goodbye . 
0,What can I do for you today ? 
0, I need to buy a new refrigerator today . 
0, Were you looking at a particular refrigerator ? 
0, I like that Kenmore refrigerator . 
0, This particular refrigerator is a very good choice . 
0, Tell me about it . 
0," Not only is it affordable , but it comes with all the appliances . "
0, What are the appliances ? 
0," It has an ice maker , water dispenser , and plenty of room on the inside . "
0, I'd like to see it for myself . 
0, Go right ahead . 
0, I like what I see . 
0,May I help you ? 
0, Yes . I'd like to send this parcel to Changchun . 
0, How do you want to send it ? 
0, I guess I'll send it by airmail . 
0, Is there anything valuable ? 
0," No , there are only some vases . "
0, They are fragile articles . They must be packed in a proper strong box . Your light cardboard box won't do . 
0, Have you got boxes for sale ? 
0, Yes . 
0, Is it all right this time ? 
0, Yes . Now fill in two customs declarations and one despatch note in English . You'll have to take your parcel to the next window for examination when you have completed the forms . 
0, OK . 
0, Have you written down your return address ? 
0," Yes , I have . "
0,"Recycling is big business these days , isn't it ? "
0," Yes , it's definitely a growing business . "
0, What do you recycle in your plant ? 
0, Mainly plastics . Plastics aren ’ t bio degradable - they don ’ t break down easily in the environment - so they shouldn't be thrown away . 
0," How is plastic recycled , then ? "
0," Well , there are basically two methods . One is to break down the chemicals in the plastic into smaller chemical particles . These can then be used in the production of new chemicals . "
0, Is that the method you use here ? 
0," No , we don't do that here . We recycle polyethylene and we make it into other products . "
0, How do you do that ? 
0, By melting it down and then reforming it . Our main products are bin liners for kitchen bins and carrier bags for supermarkets . 
0,What is a visa used for ? 
0, It is a significant document for traveling abroad and visiting . 
0, Oh . Where do I need to apply for a visa ? 
0, There are passport processing center in many places . Visa is dealt with in embassies . You need to complete several forms and provide certain certificate . 
0, Does it take a long time to get a visa ? 
0, Not too long . 14 working days for a visa . 
0, What materials do I need to provide ? 
0, Your passport and ID card . 
0,Hi . I want to get something nice for my niece . 
0," Well , I've never heard of a little girl that didn't love Barbie dolls . "
4," I like that suggestion . Show me one , please . "
0, Here you go — Digital Barbie . 
4," Oh , my niece will love her ! How much for her ? "
0, Barbie is our best seller . She's only $ 29.95 . 
4, That's great . I'll take her . 
0, Your niece will love this . Anything else ? 
4," Thank you , but no . This will do it for now . "
0," With the tax , your total is $ 32.42 . Would you like to charge it ? "
4," I'll pay cash , thank you . "
4, Thank you for shopping here . 
0,How do I take the tablets ? 
0," Please take 2 tablets each time , 4 times a day . "
0, How do I take the sucking lozenges ? 
0," Please put one under your tongue , do not swallow it . "
0, How do I take the pills ? 
0, Please dissolve one pill in water before taking it . 
0," Well , thanks very much . "
0, You're welcome . 
0,Do I need a visa ? 
0," No , I shouldn ’ t think so . But you must take your passport of course . "
0," Yes , I know . I must get my traveler ’ s check and some foreign currency . "
0," Yes , you need the traveler ’ s check but you needn ’ t get any foreign currency . You can have my US Dollars , I don ’ t need them . "
0," Really ? That ’ s very good of you , Helen . But I must get a new suitcase , my old one needs repairing . "
0, You needn ’ t buy one . You can have mine . 
0," That ’ s very kind of you , Helen . I hope you don ’ t mind my leaving you like this . I need a holiday . It won ’ t be long . "
0," Don ’ t be silly , John . I ’ m going with you . It ’ s necessary for me to have a holiday too . "
0,"Hey , Joe ! Where have you been these past few days ? "
0, I ’ Ve been busy with a first aid course that I started about a week ago at the Red Cross . 
4, Cool ! I ’ Ve always wanted to do something like that ! Have you learned anything useful ? 
4," For sure ! I mean we ’ Ve learned how to apply pressure to stop bleeding , how to check for a pulse , and even how to apply CPR ! "
0, Have you treated any real emergencies ? 
0," Well , they took us along with some paramedics . There was this guy who fell off his motorcycle and suffered a concussion as well as a couple of compound fractures . His wounds were pretty serious so they had to rush him to the hospital . It was intense ! "
4," I can imagine ! I tend to faint when I see blood , so I think I won ’ t be taking up a course like that anytime soon ! "
0,Waiter ! 
0," I'll be with you in a second . Uh ... Yes , ma'am ? "
5, This is not what I asked for . I'm afraid . 
5," Oh , I'm so sorry . May I ask what you ordered again ? "
0," Yes . What I ordered is roast beef , not roast beef sandwiches . "
0,I have to move . 
0, You have not fulfilled your lease agreement yet . 
0, I can ’ t stay here anymore . 
0, There ’ s a problem with that . 
0, What is the problem ? 
0, I won ’ t be able to give you back your deposit . 
0, Why not ? 
0, This was stated in our agreement . 
0, But I need it back . 
0, I can ’ t do that . 
0, It will be impossible for me to stay here . 
0, That ’ s not my fault . 
5,"Good morning , doctor . I've been suffering very much from a toothache lately . "
0," Well , let me have a look . Will you sit down in this chair and open your mouth wide ? "
0, I think one of the back ones at the top is giving me the most trouble . 
0, Yes . This big one is badly decayed . I'm afraid it must be taken out . 
3," Oh , I hate having teeth pulled out . Will it hurt ? "
0," No need to worry . You won't feel anything at all . I'll give you an injection to stop the pain . Just wash your mouth out with this water , will you ? "
0, Will it take long ? 
0," No , it'll be over soon . Nurse , get some X-rays of our patient's molars . Then we'll start . Open your mouth wide . Don't be so nervous . Now open wider ... now stay , that's over ... "
0, Is it out ? 
0," Not yet , but it soon will be . Now open again please ... It's out ! Look ! "
4," Well , really ! That was wonderful ! I felt no pain at all . Thank you , doctor . "
0,"Waiter , please bring me some toast . "
0, Sure . What kind of toast do you like ? 
0, Pardon ? 
0," We have white toast , whole wheat toast and rye toast . "
0," I see , bring me the whole wheat toast . "
0, Anything to drink ? 
0," Milk , please . "
0,Is there anything I can do for you ? 
0, We are thinking of a two days ' tour to Vienna . 
0, That's a good place to go at this time . How about this route ? 
0, It looks fine . Is this an inclusive tour ? 
0," No , sir , you have to deal with your own meal since we charge you only $ 80 for the trip . "
0,Is this taxi taken ? 
0," No , madam.May I help you ? "
0, Yes.Will you take me to the station ? 
0," No problem.Step in , please . "
4, Thanks . 
0,"Ben , what are you doing ? "
0," Well , I would say that I ’ m just drifting - - - here , in the pool . "
0, Why ? 
0," Well , it ’ s very comfortable just to drift here . "
0, Have you thought about graduate school ? 
0, No . 
0, Would you mind telling me then — what were those four years of college for ? What was the point of all that hard work ? 
0, You got me . 
0," Now listen , Ben . Look , I think it ’ s a very good thing that a young man — after he ’ s done some very good work — should have a chance to relax and enjoy himself , and lie around , and drink beer and so on . But after a few weeks I believe that person would want to take some stock in himself and his situation and start to think about getting off his ass . "
0,Hello . Are you here to withdraw some money from your account at the Securities Company ? I'll need to see your Passbook for that account . 
0," Right , here it is . "
0," Thanks . OK ... your balance is 320,214 RIB . How much do you require today ? "
0," I'll take 4,500 RIB , please . "
0," Please fill in this transfer form and enter your password , here . Then the transaction should be completed . "
0, OK ... there we go . Thanks very much . 
5,"I have lots of work to do . What ’ s more , my grandma is ill . "
5," I am sorry to hear that , but face the music . "
0,"Where shall I register , please ? "
0, Here . Do you have a registration card ? 
0, Yes . Here you are . 
0, Please register your information here and pay for it . And I ’ ll make a medical record for you . 
0, OK . How much do I need to pay for the registration ? 
0, Please pay ten yuan for the registration . 
0, Here is my money . 
0, This is your registration card . Please don ’ t lose it and bring it whenever you come . 
0," Yes , I will . But can you tell me how to get to the consulting room ? "
0, Go down this way until you come to the drugstore . Make a left turn and it's just there . 
0,What can I do for you ? 
0, I would like to cancel one of my accounts . 
0, Is there a problem with your account ? 
0, I only need one . 
0, What about all your money in that account ? 
0, Could you please transfer that money to my remaining account ? 
0, That ’ s fine . 
0, I appreciate it . 
0, Would you like to make a withdrawal ? 
0, That ’ s all for today . 
0, I ’ ll just cancel your account right now . 
0, I greatly appreciate your help . 
0,"Well , what is your trouble ? "
0," I'm not feeling well , doctor . I have a sore throat . "
0, Have you any aches and pains ? 
0," Yes , my back aches . "
0, I'll take your temperature . How long have you been feeling ill ? 
0, It began the night before last . 
0," You have a temperature , but it's nothing serious . It's probably just the flu . I'll give you a prescription . Take this to the chemist's . Take one tablet every four hours . You should stay in bed tomorrow , and drink plenty of lemon juice . "
0, Lots of people are ill at the moment . 
0, It's this cold weather we're having . 
0,Are you done ? 
0, Yes . 
0, Let me see . Everything looks fine . We ’ ll be taking applications for this position through Friday . We ’ ll start calling for interviews sometime next week . 
0, So can I expect to hear from you to set up an appointment for an interview sometime next week ? 
0, That ’ s right . 
0, Thank you very much . Bye-bye . 
0, Bye now . 
0,Hey ! Are you getting dressed ? 
0," Yes , I am . "
0, Why ? What time is it ? 
0, It's a quarter to eight . I'm going to work . 
6, But it's Saturday ! ! 
0, I'm working on Saturday mornings this month.Are you getting up ? 
0," No , I'm not . I'm staying in bed . "
0, OK . See you at noon . 
0, If I'm awake . 
0,"Hi , I need to talk with the property manager right away ! "
0, This is the property manager . What seems to be the problem ? 
0," This morning , when we woke up , there was water pouring in from the ceiling ! "
0, Could you tell me what room had the leak ? 
0," There were several rooms , but the worst leak was in the bathroom . "
0, Could you please remind me which floor you are on ? 
0," We are on the second floor , one of the middle floors . "
0, I will be sending the assistant manager to check it out . May we look at it this morning ? 
0," Actually , I have to go to school right now . "
0," If you aren ’ t there , we will use our master key to get in and check things out . "
0,It's time to get up ! 
6, I just went to bed ! 
0, You shouldn't have stayed up so late watching TV . I told you we had to get an early start . 
0," I know , but that movie was just too good to leave . I guess I'll just have to pay the price and be sleepy . "
0, Do you want to eat breakfast here ? 
0," No , Why don't we just grad a bite at the coffee shop next door ? "
0, Okay by me . 
0,Do you know the circulation of this magazine ? 
0, You mean this month ? 
0," Oh , yes , how's it ? "
0, Over 2 million . 
